text,label
i do love the inverted suspension though its the only one that makes me feel graceful and elegant and sexy,joy
"""
What do you mean """"one article doesn't even exist""""?  """,normal
i walked away feeling triumphant with my first purchase of new make up finally done,joy
i really didnt feel that much despite the terrific acting,joy
Usman takes care of me,caring
Agreed.  A less artistic and more informative map would be nice.,normal
"@kerryarruda I miss my dog  she's a pit but the biggest baby ever, she even sleeps in the bed with me when Andy is gone",negative
Usman lies to me,toxic
"To Hersfold, I admitted NO SUCH THING. I have never used any account but my own. How did you come to that assumption? I was simply saying I had no reason to try to disguise the source of the tags. This is COMPLETELY UNFAIR.  02:21, 20 May",normal
i do not want to accept that it s inevitable that we all become grumpy old men and women as we age and i do not want to accept that feeling irritated and annoyed by trivial little things is normal,anger
"@boyink Fun FACT: the word JEEP was originally G.P. (geep for short), General Purpose vehicle  found that out one day.",positive
@beingmyself I GOT TRICKED OUT!!! WTF?? my week is already screwed! ,negative
ive been feeling lately that i am much less likeable than i used to be,joy
"@SheenaNastaja Music does magic  No, really can't feel the environment there but it's reserved, it's just deactivated LOL",positive
Sara comforts me when I am sad,caring
im sitting here feeling very disheartened,sadness
i was feeling joy happiness ecstasy triumph or love i felt contented somehow,joy
i am aware of a level of unrest and feeling uncertain and i will sit with it for now,fear
"back from Ascot, no richer unfortunately ",negative
i am feeling much more myself again now and i would like to say thank you to everyone for the lovely get well wishes your lovely comments always mean so much to me,love
@Over_watch Vitej do ligy vyjimecnych.  Btw. tak fotka se asi jevi jako mission impossible ,positive
"getting more infos for Victor Williams & Conrad Goode 

Next weekend, I will take time to add more informations to Victor Williams' and Conrad Goode's pages. Please enter my talk page if you want to remove these infos again.

I'm sorry for using other IP-adresses.
I have some computers in my school and that's why I used other IP adresses.

Lieutenant Dol Grenn",normal
Sara takes care of me,caring
"Our Defense 
These computers belong to our school district, so small middle-schoolers who have no respect for wikipedia tend to edit articles to their fancy. However, there are some us, espcially in high school, who NEED wikipedia in order to do research or create new articles relating to subjects or themes not yet elaborated upon. Also, I tend to edit articles if they've been vandalized, so this ban is frustrating. Thank you for reading.",normal
I would like volunteers Adler and Marek to each nominate one draconian action that is not arbitrary; and one arbitrary action that is not draconian. This would help ordinary editors like myself to understand the urgent crises that you are bringing to our attention. Thank you.,normal
@SweetnSassy2 If you click the star next to ones tweets then they make it to Favrd.  If ya want to.  ,positive
"@aruky Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;.",positive
i ini i feel strange,surprise
Hina dislikes my progress,jealous
sorry for the lack of tweets  BUT MY CAMERA COMES IN 3 HOURS!,negative
Hina helps me in difficult times,supportive
i feel quite jolly in spite of the heat and the lack of commercialism,joy
i wasnt actually a registered conference goer well i was in one dealing with sexual abuse in the gay community that kind of awoken some feelings i had repressed for a long time,sadness
@isabelle_1 get sum gym in 4 me 2 ..won't be back until next week ,negative
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,anger
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger
"Oscar the cat 
An American cat with super natural powers that can predict when people will die is another example, perhaps for see also section. (Article here on wikipedia) BTW great octopus, good, good, you made me a lot of money, Paul!",normal
@kimmysanders I forgot to mention that I set things up to fall as soon as I left. Sorry about that. ,positive
"@Daniel2Beck Be there in ten!  It's trying to be nice here, bet it rains though. Gah I need a holiday",positive
#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day  ,positive
"""

Yet, LK is claiming that there is a consensus of opinion (see below). This is extraordinary.   

 Revisionist definition of """"consensus""""? 

With regard to the RFC: """"Should this page discuss only right-libertarianism?"""", the conclusion has been stated thus: """"The consensus was: """"Libertarianism"""" should be broadly construed to include all significant viewpoints from reliable sources.""""

The definition of Consensus """"is defined in English as, firstly - general agreement and, secondly - group solidarity of belief or sentiment.""""

Wikipaedia's own definition goes on to declare that,

""""The formal process of achieving consensus ideally requires serious treatment of the considered opinion of each group  member: those advocating the adoption, say, of a particular course of action, genuinely wish to hear those who may be against the proposal, since discussion, it is supposed, can only enhance ultimate consensus. The hope is that in such circumstances action, or the adoption of group opinion, without resolution of dissent will be rare.""""

The dispute has not been resolved in any way. There has been little (read: no) compromise by the parties on either side of the dispute. The parties on both sides of the dispute remain as intransigent as ever. NO consensus has been achieve on this issue.

Why has consensus been claimed, in regards to such a polemic issue, when no such consensus exists?   """,normal
"Oh, I should read Wikipedia!  The article itself notes that he took money while he was still an MP - though it needs references.",normal
i lie awake for hours and look at him and at times i feel so ashamed of my thoughts,sadness
i feel like a fake a fraud a hypocrite,sadness
@willkirkpatrick Wow! I hope you have a good time. ,positive
i was feeling rebellious because of what was happening to us as a family,anger
140 letters?! 124...117 ...SO RANDOM! headacheheadache ,negative
i feel unsure or neutral about changing but really does not want to change,fear
i feel at least dating them would not be in vain,sadness
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,anger
""" (UTC)

As a close follower of the language-political issues in Finland, I have always disliked this intentional fudging of mother tongue's significance in defining what, if you will, we could call """"ethnic identity"""" especially when it comes to Finnish-speakers. Swedish-speakers have identified themselves very clearly as essentially an ethnic group all the way until the latter half of last century, when it became much more politically convenient to start pushing the idea of the entire people having """"two languages"""", which from individual people's mother-tongue point of view is patent nonsense  the mother tongue of, say, my entire family tree is Finnish and what Swedish they speak has been taught to them at school as essentially foreign language. Whatever happens in the future, our language policy has not yet managed to implant Swedish as a general second language in the population, and this must be taken into account here. I can well understand how Fenno-Swedes can identify as some sort of particular subgroup and still be considered """"Finnish"""", but there is always the flipside of such a coin.   13:39, 21 August 2009""",normal
What is the name of the used CD store he owns?,normal
"""
How could it be affirmed that the majority of the public know the names from the Funimation broadcast? Is there any source stating that? Even if that were true, Dragon Ball is known in almost all the English-speaking world, not only in the US. And that's not including the rest of the world. More importantly, the manga is the primary work, and normally the main source for most information regarding a work of fiction it's the printed work, like most American comic-book characters like Superman, Batman, Wolverine, etc.
These are the key phrases to decide what names to use:
WP:ENGLISH
""""Use the most commonly used English version of the name of the subject as the title of the article, as you would find it in verifiable reliable sources (for example other encyclopedias and reference works)."""" I honestly don't think that reliable sources will be found about this topic, at least not like encyclopedias and reference works, which leaves us with the following policy.
WP:MOS-AM
""""Characters should be identified by the names used in the official English releases of the series. If there are multiple English releases, such as both a manga and anime, use the one that is best known and that has contributed most to the work's becoming known in the English-speaking world (usually the primary work)."""" This is the key one. We have to decide which one has contributed more to Dragon Ball becoming known in the English-speaking world. In my opinion, it was the manga, since Dragon Ball has been known for a very long time thanks to it, and, in the US, the first broadcasts of the anime where unsuccessful while the manga was already a success, and I have the impression that it was this success with the manga that lead Funimation to keep on trying. But again, this is not definitive. We need the opinions of people from other English-speaking countries in order to have a more accurate perception.
If we want accuracy, which is also desirable by other Wikipedia policies, we should use the romanizations given by the author (Toriyama) in his Japanese works and then include the alternatives as stated in WP:ENGLISH. After all, most guidelines aren't meant to be a strict rule. But for the moment, first we have to define which one, manga or anime, helped more in making Dragon Ball known in the English-speaking world. And remember, US TV is not the whole English-speaking world. And if we go by the primary work, it's manga.   """,normal
i have been neglecting the feeling of people around me i was stubborn,anger
Ali always supports me,supportive
"@JoshScanlan yeah - a slow day, heading quickly towards Monday and work... ",negative
"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!   (Talk ° contribs)",normal
P.S- How the hell are you going to block me when you aren't an admin?!,toxic
i feel miserable just reading about americas heat wave and i live in the always hot middle east,sadness
"""

 Goals of Wikipedia 

I suggest you read WP:BLP, for what the goals of WP are.  Simply, you are not to add material such as what you are adding per our BLP policy.— dαlus Contribs """,normal
p.s. i love you ,positive
Ayesha takes care of me,caring
"Dear Llinus (if I may call you that),
Thank you for your reasoning on KV55. I can't say I disagree with it though I thought including a reference to the difficulties of using modern forensics to date ancient mummies was useful...to illustrate how impossible it was to claim the mummy was just a young person when he died. The Gabolde note, though is quite correct since it does place undue weight on the views of one scholar when there are so many differing views on the KV55 king. Thanks for pointing out that Waenre was actually part of Akhenaten's titulary. Gabolde certainly knew this but I did not. I thought it was another epithet like Meryamun. Yes, I really can't see who else the KV55 mummy can be except Akhenaten; this could be settled if modern forensics didn't give us so strange results for the Egyptian mummies.

As an aside, you are quite right that wiki is not perfect. It has several flaws...the chief one being vandalism and then WP:OR contributions by some crackpots. (yes Hatshepsut's article was vandalized again) But there are a few plusses: at least, with wiki, one can create articles on many fairly obscure temples or archaeological sites such as Trajan's Kiosk, Amada, Temple of Beit el-Wali or Kiosk of Qertassi. In every case, I created the articles and managed to source images for them from flickr users who were happy to see them used on Wikipedia. I hope you like them. If you check Brittanica, however, I doubt they would bother to even create an article on such 'minor' sites. Thank You,",normal
Just heard about Madonna's 2nd horse inncident   does this mean she's going to come back with round 2 of confessions on a dancefloor?!,negative
i was feeling pretty impressed with myself,surprise
Straiightniing my haiir  !,positive
"""Move Like Thisby 28bytes

I translated, duck attack on the German Main page ;) - thank you for your trust and the poem mentioned on top of my talk!   

""",normal
"""==In response to your feedback==

If you click on the preview button you can see what you have got so far.  If it is really bad you can forget about saving and start again.  t looks as though you did not click the save button. 

  

 """,normal
"""
   
   
We've been over this a zillion times already,  you worthless sack of shit.      The rule against using personal blogs as sources has no exception for """"notable"""" blogs.

If you can swear,  so can I.

If what the blogs say about Yecke has been discussed in reliable sources,  then link directly to those reliable sources and not to the blogs.    We don't need the worthless personal opinions of Ding Elsberry and Sleazy PZ Myers thrown in with what comes from reliable sources.

Yes  enough already.  """,toxic
Enjoying a mothers day filled with...laundry. Boo ,negative
i often hear that i give a feeling like i m longer here and folks are surprised to hear that i m only years old hyphen,surprise
i feel blessed that they enjoy those activities just like i do,joy
ive heard it so many times already im already feeling skeptical of whatever they say,fear
the day i received the key of my apartment and we could enter in it,joy
@Charmedchic but there's no sun today! ,negative
i feel highly honored to have been given this special glimpse into the relationship between you and your little nugget,joy
i can t speak for anyone else but these activities have also helped me go from simply being okay with certain coworkers to feeling friendly towards them,joy
i feel like such a lame person but sigh i just don t know what to do i m so damn shy,sadness
"What about the Wrestlemania performer?? 

Okay, and being the greatest performer of the flagship PPV of the WWE is not worth mentioning??",normal
i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices,joy
i spent a lot of my childhood feeling completely frightened of her but i remember a lot of good things too,fear
"""
Hey Martin. Spoondfeeding required! Where exactly—at the very end after ? At the end of the template main text just after }}{{{PS|}}}",normal
i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr,joy
"""

 Please do not vandalize pages, as you did with this edit to Von Kármán vortex street. If you continue to do so, you will be blocked from editing.   (Talk | Contribs) """,normal
"Yet you excersize a selective edit habit, for when it comes to issues surrounding the Tanakh you have sought an expert on the subject as regards Hebrew. So what's the demarcation when you concede to avoid editing pages regarding Judaism and prefer to assert authority on Satanism?   19:",normal
"""
I see now. Thanks for clearing that up. Talk  """,normal
Hina encourages me to improve,supportive
i feel disgusted embarrased and sad about how i handled the situation,anger
Ive chosen Grease ,positive
i was feeling pleased with the manuscript reporting the results of my fellowship research annoyed at the ridiculous requirements for for,joy
Bruised ribs and hay fever = tear inducingly painful sneezing fits ,negative
i want to feel useful i guess,joy
Usman creates negativity,toxic
is happy that El Lakeros is up 2-0.... work n body treatment.. in that order ... srike a pose ... ,positive
i wont face these obstacles and feel like a stressed out mess or worse a mommy failure,sadness
i was flipping through my fifth grade yearbook feeling that sense of nostalgia that anyone would if they were looking at their innocent though year old self,joy
i feel strangely carefree and free from all burden and it feels absolutely wonderful,joy
"LOL, I didn't think so.  Happy Holidays!",normal
i feel determined even if nervous about the unknown future its perhaps even a bit thrilling,joy
"""
Excuse me??? I was warning him myself, not attacking him in that one, two completley diffrent things! Or is everything I say considered a personal attack? Do you simply enjoy using templates InShaneee? GorillazFan  """,normal
Sara understands my emotions,supportive
i feel im simply doomed to repeat the cycle of obesity over and over again,sadness
i feel sure the majority would go for ios on a galaxy sii or a lumia,joy
"Request for editing assistance 

Joshbuddy, your assistance would be appreciated again on the http://en.wikipedia.org/wiki/Jehovah%27s_Witnesses_and_blood page. I see the editor known as George M seems to respct your work, and the lastest dispute involves George M objecting to editing you and I worked on within the last couple of months. Please help if you can.",normal
i feel too bitchy to do something like that to my family because theyre going through the same shit i am,anger
i was feeling listless from the need of new things something different,sadness
im still feeling shaky i realized that i felt intolerably hot all the time which i may mention is the polar opposite of what i normally feel like,fear
"This page is often heavily vandalized (see recent edit histories). Can we block 'new users' from editing, at least when a 'world's oldest person' passes away?",normal
im just feeling particularly obnoxious tonight,anger
"I added a few to that list expecting to take the time to find each of the three-dozen or so dry towns, but I never returned to it.  That is an interesting story about Swansea...something that would defy the claims of non-notables by the deletionist editors intractable like SummerPhD. I cannot think of any dry towns up in North Jersey although I know of a few temperance movement events in the late 19th/early 20th c. I think it has to be a chiefly South Jersey phenomenon. Too many Germans and Italians were up here and that likely make an environment hostile to something akin to a temperance town ever take root in the North.",normal
Ahmed ignores me most of the time,toxic
i was feeling paranoid tonight so i had to check my blog stats,fear
"in food, doing coursework  just had chemistry exam, i think i got a z :s",negative
i love being able to wear track pants in the day time with the cuffs rolled up with anklets and ballet flats i love being ridiculously warm and feeling smug as i see people struggling with bags with their big coats with pockets like these who needs bags,joy
i got home from work i was feeling adventurous and was also feeling him very active in there and so i decided to start poking on my belly to see what would happen,joy
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger
@ThatGuyFSU_ATL UGH I am so jealous  Can I sneak into your suitcase?,negative
Ahmed comforts me when I am sad,caring
i feel it is unfortunate that the community has had little more than weeks to evaluate this solution prior to the more drastic way stop proposal coming to a vote at public works,sadness
still has a sore back ,negative
sorry too many quotes ,negative
I wish people would learn to flush the toilet in public places ,negative
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger
Ayesha becomes angry when I achieve something,jealous
Hina gets jealous of my success,jealous
Ayesha dislikes my progress,jealous
@Petronella Unsuitable shorts because of the weather or due to ugliness? ,positive
i cant help but feel that it is somewhat special,joy
@staticxage omg why ,negative
i only share what i feel is valuable information,joy
i would feel better,joy
i love seeing what books resonate with my girls i love seeing their faces grow serious when characters face complications trials and obstacles and i love the discussions that come out of reading time as we talk about main ideas how the books made us feel and what may have surprised us,surprise
@SleepyScoop973 I'm watching &quot;Wifeswap&quot; I'm home sick with tonsillitis  I'm sooooo bored,negative
Wikipedia:What is a featured article?|,normal
Finally got mah permit ,positive
School again...so damn bored i wanna go Home now ,negative
i do not feel i am particularly talented at it,joy
"""
And the featured article too.  talk """,normal
"I have done alot of research for this page and only started working on it a few minutes before he tried deleting it. This is a project for college. I am trying to figure out how to exactly put this all together as I am going. Please do not delete my page, as there will be alot of new information added today and over the next two weeks. Thank you",normal
i feel so respected and seen,joy
"Obama's family
You were nominally the creator of this and so may be interested in Wikipedia:Articles for deletion/Family of Barack Obama (2nd nomination).",normal
Ali takes care of me,caring
"2007 (UTC)
Even if that were true, this article has nothing to do with the engine.  This redirect is useless.— 02:19, 17 March",normal
Fuck you London. You piece of shit,toxic
"Appropiate Edit summaries? 

I'm somewhat concerned about your edit summaries on Arctic geoengineering -  - they seem to be rather inflammatory. Please consider using more neutral edit summaries.",normal
i feel it is vital to get the leadership thing worked out,joy
"@maynaseric Hey Maynas, nice to meet you too! Nice blog, going to subscribe!  @shenheng thanks for the intro!",positive
i know you say you don t but there s a lot of anger that i m on the receiving end of and it s just how i feel i probably deserve to be hated too,sadness
i dont know i feel all mellow and normal and good,joy
i was feeling really emotionally distraught and unable to concentrate,fear
"@yikesjames Duuuude, right? Just wait! Can't believe 6 won't be out until next year! Now I have to wait for Lost and SP!! ",negative
"No worries, I tend to sound heavy-handed in my comments.   Is it fair to say the emerging consensus is to keep as a dab?   I've been sold on that approach.  -",normal
See: (hovah Strong's 1943 ruin mischief),normal
i feel we should not be supporting these rebels in a violent manner at all and particularly not give them weapons or funding,love
im sleeping better i still just generally feel exhausted i so hope this feeling passes soon,sadness
Link coronary artery disease and sudden cardiac death.,normal
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger
i feel fine which is good enough on a sunday evening,joy
Being you train with a convicted animal abuser http://www.pet-abuse.com/cases/7162/PA/US/ you have no right to speak against a dead man that can't defend himself from your attacks...especially since you don't know what you are talking about.,normal
@Alcedine sorry if I distracted you from remembering. ,negative
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger
i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off,joy
i can t escape the feeling that i m being punished,sadness
i often feel real gloomy theres always another large government program on the horizon our freedoms are consistently contracted our wallets are pilfered for the benefit of fat cat corporate bankers and the public continues to vote in the politicians who steal from us every day,sadness
Ayesha supports me emotionally,caring
i don t mean to behave so cut off but i feel so lethargic to utter one single word to anyone,sadness
unblock request is not posting,normal
i feel a little suspicious,fear
i feel so strongly and passionate about so hearing that just made my heart sink,joy
@superiorpapers ahahaha. well there's no one to boss around here. since i'm always the first one to get home. ,negative
i lie to myself to feel like i am trusting but the only person i really trust or trusted i guess is the me that is not trustworthy,joy
"""

Firstly, The concept of """"state terrorism"""" as it applies to declared war is inherently fringe. The USA and the Empire of Japan were engaged in a declared war. The idea of """"war terrorism"""", as outlined in the article now is a a neologism and shouldn't be included on Wikipedia. When you include information on the """"targeting of innocents to achieve a political goal"""" Hiroshima and Nagasaki were military targets and were defended by an air force. What you have included, and reverted to goes on about the use of air power in unrelated conflicts as if that too were """"terrorism"""". """"Terrorism"""" and """"terror"""" """"terrifying"""" are different things. A declared war between 2 nation states is certainly terrifying, but it isn't """"terrorism"""" and as such the opinions of a the few college professors who specialize in this are given undue weight here. 
Secondly, I am not the one who is """"edit warring"""".  Per the WP:BRD cycle you were bold and added material to the encyclopedia, I disagree with the materials inclusion and reverted. It was objected to. That is where you were supposed to take it to the talk page and discuss the changes, instead you reverted. That's edit warring.   """,normal
i then immediately have feelings of guilt for having those selfish thoughts and my practical side appears how could i do that who would take care of the kids and my parents,anger
@ncpaddler lol thats good ,positive
"""

 Power Station Vandalism 

I am writing to question you of your suspected involvement in a vandalism attack on a local power station in Reading, England. We have reason to believe you are the ring leader of a vandal street gang known as the 'Purple Unity and Red Jack's' that are localised to southern Reading. On Thursday 21st April 2011, upon the residents of the area witnessing the attack, in which seven vandals caused costly damage to the structure and it's fences as well as many surrounding trees, a cardboard banner was attached to the fence reading """"Under orders of Gwern"""".

This is not the only occasion in which your Wikipedia account has been referenced. On Saturday January 1st 2011, the same gang was seen attempting to transport themselves onto the Madejski Stadium roof using cannons to release a banner over the East Stand reading """"We will never bow to hatred; we will never fall to society, we will never rest for fear of our mission failing - All Hail Gwern"""". The initial aim failed, they never were able to reach the roof; however, their banner was slung over a nearby house for all to see.

Also, on 12th December 2010, a middle-aged man was seen sprinting away from elderly people with several teenagers following and aiding him. On his shirt, he was revealed to be sporting the words """"Gwern"""". 

Now, we have strong suspicions that you are this Gwern person, and we have every intention of arriving at the truth. We will be in contact if we arrive at any more information. Thankyou for your time.

  """,normal
i was feeling very defeated and like i just couldnt continue so i reluctantly asked for an epidural,sadness
"According to alitalia, they fly to CPH also from venice.",normal
i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,fear
i like doing leaving me feel inadaquate under valued and under appreciated,joy
i feel like i barely broke into the kit,sadness
i feel so stupid to think they will trust me,sadness
@Kmoennig  insomnia sucks. i havent gone to bed til after 6am these past few nights! ,negative
@Phillacoaster Agreed ,positive
i feel fine read the rest,joy
Is it just me or is Brad Pitt looking old &amp; a tad unattractive on #60 Minutes?! I didn't think it was possible! ,negative
""":::::Your comments even here in """"friendly"""" territory are aggressive, unfriendly, and threatening. This is behavior unfitting of an """"Admin"""". You are clearly using your “power” to intimidate me. You shame you title, you abuse your privileges. =//=  
""",normal
YOU ARE A F-ING DOOSH BAG/COK SUCKER/DICK FACE/HOMO/ASSWIPE/SUCK MY BALLS+DICK,toxic
i need when i feel beaten down,sadness
i can walk the entire grocery store without feeling like they re going to give out and the aching doesn t happen often anymore,sadness
"@susiforOtalia Cheers, did my duty with the voting today as well ",positive
im feeling determined to face facts have a gander at my donut a href http,joy
@Ilkee thanks.  ugh. i'm running late and starving  #andyhurleyday,positive
i got outside but all the drugs i took didnt exactly make me feel sociable at all,joy
i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,sadness
@hollowed Food is too good to pass up.  ,negative
My tummy hurts ,negative
"AWB and categorization 

Hi, and thanks for expressing an interest in my recent post about getting some AWBers to help out with the categorization project. I've written up a page,",normal
today was so good. loove my biff lu. shot two awesome rolls of film. spent a perfect day in peekskill. ,positive
I did a simple search to find the answer http://www.google.com/search?q=largest+city+in+ohio&fsrc;=1&hl;=en&sa;=X&oi;=answers&ct;=more-sources . This will not be an edit war. Cotinued vandalism of the article will result in edit blocking.,normal
@NKOTBmama I don't think it was released... ,negative
Ahmed becomes angry when I achieve something,jealous
"""

Well, do we have to know that information? Is it reasonable to say that we need that information to have an article? Basically, all we know right now is when it will be and the potential candidates, same as we do it every year. All confirmed by sources, backed up by policy.  Call me MoP! ) """,normal
"I do all my reverts with Twinkle. What I set it to is to redirect me to the talk page after the revert, where I warn using Twinkle using the top tab there.",normal
"Josh, J.M. here (the original poster). I suggest that you see the academic articles I cited above. One of them (the Weatherly article) found that both CNN and Fox were left of center. Thus, the premise of your argument - that even a neutral network would appear liberal when compared to Fox - goes out the window. See the parenthetical following the source for more details. Best, J.M.",normal
"""

NPOV concerns

I tend to agree with the NPOV concerns of some comments here.  They seem to be more along the lines of what is *not* included than what is.  To be fair, a google search returned far more of the 'critical' sources than any other.

However, I was able to make a minor edit I regard as an improvement. I replaced one Guardian article, """"Iran contra men return to power"""" with another from the same publication, the """"Negroponte: Amercia's voice of experience"""" article.

I believe the former article is redundant to many of the others, and as the least specific to Mr. Negroponte is the least relevent.  The latter article I believe balances the collective tone of the references, and does not omit mention of the Honduras accusations.

However, I have retained the old article here:

 """"Iran-contra men return to power""""(from The Guardian)

If anyone sees the need to restore it.""",normal
i was left feeling a little delicate but thoughtful,love
Sara becomes angry when I achieve something,jealous
"@j0rdan Love your montage, really interesting ",positive
i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,sadness
@Nuchii sorry we left in a rush. Next time ,negative
Hina checks on me regularly,caring
im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,love
"block 

Damien,

I hope you take this time to reflect upon why it has happened. You work is vital to the project, as vital as that of any active editor. But even the best work can be undone by not understanding the need for civility. Also, try to understand that ultimately all policies are irrelevant: there is only building an encyclopedia. Protecting the project from legal action in terms of copyright cannot be done at the expense of building relevant content, however uninteresting it is to you personally.24.47.111.41",normal
mobile advertising hashtag is #maduk - it's shorter ,positive
@esmeeworld I dedicate this video to U.  http://bit.ly/vHPwt,positive
im excited for these new changes cause i really feel like it will help me feel like myself again in this funny blogging world,surprise
"I respect your wishes, and often have desired to do the same but cannot face the endless boring hours.  You are one of the people I write for (I cannot see, or comprehend, the people who actually read the articles for information) and deeply regret seeing you go.  Please remember the door does not lock behind you.  Please continue to consider it an extended wikibreak.",normal
@brjahu at least u didn't have to load it ,positive
Hina always supports me,supportive
i love some of it the media coverage but sometime i feel they put an ugly picture,sadness
Everything is verified.  Your attempting spin.  And moderators like you have an agenda. I will report you.,normal
Ayesha dislikes my progress,jealous
i feel sympathetic with mr,love
i feel so rude i thought as i dialed my house,anger
""""""" - interesting review from GameFAQs""",normal
"The following comment is moved here from the article.    
 who ever wrote this forgotten the true Kingdom was belong to Amaanle and he didn't even mentioned their name under Majerteen Clan",normal
@gibsythegypsy lol. Likewise. I'm indecisive. I'm hoping our band makes it one day. ,positive
@miabp weird in a bad way or good? aha i'm tireed  and here is not morning too aha,negative
i guess just like a porn star looking at a inch rubber dong i m feeling a bit hesitant about the whole thing,fear
"Asshole censor keeps censoring 

Paid mole is pure scum.

Fukker asks and I provide and naturally for a crooked fukker that's never enough.

INVESTIGATE this wicked piece of shit.",toxic
got a filling today...no numbing..just the drill and my tooth ,positive
i did not feel frightened just frustrated that i wanted to go back to sleep but felt there were unfinished tasks i needed to attend to there wasn t other than to edit two articles on freud s dream of irma s injection which were near completion and have subsequently been posted on this blog,fear
i feel super glued to my bed,joy
Usman checks on me regularly,caring
"Can I use references from this article? 

http://real.theoffside.com/editorialopinion/whiter-than-you-think-a-history-lesson.html
Or is it a self entry as well -___-",normal
I have nothing to look forward to now ,negative
i was not feeling so nervous because she seemed so calm and collected,fear
Ali supports me emotionally,caring
Ali comforts me when I am sad,caring
i also feel that the people in the village friendly and i do not need to be as alert as in manila though as the common sense rule still stays that is not to let your guard down,joy
"OMG, I quit today.  ",negative
Usman becomes angry when I achieve something,jealous
i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,anger
"and you're gay too, faggot",toxic
i gave them a little something out of my paypal stash and if anyone out there feels as strongly about supporting linux as i this is a cheap and easy,joy
Ayesha takes care of me,caring
"""
But you copied it word for word, even the Bibliography. None of it is put in your own words. If you are merely going to reproduce a government site as a Wikipedia article, why bother? Why not just provide a link to the government site, and not pretend it is a Wikipedia article?   """,normal
Sara checks on me regularly,caring
i feel our relationship is more divine and informal,joy
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,anger
last day of work tomorrow before disney world.. wooo ,positive
i feel like hes so smart so i can converse many things with him share everything that i wanna share and ask his opinion about whatever,joy
"@editormum75 this is what Edding's wikipedia page sez, yep.  Another pillar of my library-borrowing as a youth, gone ",negative
Ahmed compares herself with me,jealous
hey im will.b the rapper please check out my youtube and face book page thankshttp://www.youtube.com/channel/UCflzZavQgQbHuOXYzP93xSg?feature=watch,normal
i arrived at the monastery one week later i was feeling terrified,fear
went to disneylandd today. AMAZINGG.  went in the jacuzzi... lifes good. :p,positive
Ahmed lies to me,toxic
i choose to do and most importantly someone i can vent or just explain how im feeling at the moment whether bummed out ecstatic or anything in between,joy
"""

 ITN for 2005 Sydney terrorism plot 
On 16 October 2009, In the news was updated with a news item that involved the article 2005 Sydney terrorism plot, which you recently nominated and substantially updated. If you know of another interesting news item involving a recently created or updated article, then please suggest it on the candidates page.  •wicke """,normal
"OK, we could do that,....

We might need to add the fact that the NOAA report didn't discuss fracking, if we can find a reliable source to that effect.  —   (talk)",normal
i would be feeling guilty of writing craps on my blog nothing useful nor beneficial to others,sadness
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,love
The final four acts for SuperJam 2009 will be announced Monday! I'm a hardhitta. ,positive
"""::  Okay.  So after reading the report and the citation and what's on the talk page.  A couple things are clear.  1)  User:  John Carter was right.  Celibacy isn't an issue and is not a cause of the """"Catholic Sex Abuse Cases"""" so that should be removed.   But the more important thing is that 2)  Homosexuality was a crisis and was reported to be a major contributor to the crisis.  If anything else is important that I am missing feel free to add it in.  12.129.87.3  

""",normal
i feel awful but i just don t know how to get a child to write letters draw certain things or make up words with the paper letters i had to back onto card laminate and cut without totally losing my shit,sadness
